name,meal_type,servings_original,servings_scaled,scale_factor,scaling_warnings,prep_time,cook_time,total_time,ease,ingredients_original,ingredients_scaled,method,source_url,scraped_date,tags_key_ingredients,tags_cuisine,tags_season,tags_diet
Bubble and squeak,main,Serves 2,4,2,eggs | salt,30m,30m,,0.7656,"1 tsp oil, plus extra for frying | 25g/1oz butter | 1 small onion, thinly sliced | 225–250g/8–9oz leftover vegetables, such as kale, spinach, chard, Brussels sprouts, cabbage, leeks | 300g/10½oz leftover cooked potatoes | small handful chopped fresh herbs, such as thyme, rosemary or parsley (optional) | 2 free-range eggs | salt and freshly ground black pepper","2 tsp oil, plus extra for frying | 50g/2 oz butter | 2small onion, thinly sliced | 450–500g/16–18 oz leftover vegetables, such as kale, spinach, chard, Brussels sprouts, cabbage, leeks | 600g/201 oz leftover cooked potatoes | small handful chopped fresh herbs, such as thyme, rosemary or parsley (optional) | 4free-range eggs | salt and freshly ground black pepper","Heat the teaspoon of oil and the butter in a non-stick pan. Fry the onion until slightly softened, then add the vegetables and potatoes. Season well with salt and pepper and add the herbs, if using. | Break the potatoes and vegetables up and fry undisturbed for 2–3 minutes to allow a golden brown crust to form on the bottom of the veg, then turn them over and leave to brown on the other side – keep doing this for about 15 minutes. | Use a potato masher to press the mixture into the pan to create a big potato cake, then slide out or upturn the pan onto a serving plate. Cover and keep warm, while you fry the eggs. | In the same pan, heat a little more oil. Break in the eggs and fry to your liking. Slice the bubble and squeak into wedges and top with the fried eggs to serve.",https://www.bbc.co.uk/food/recipes/bubble_and_squeak_with_29950,2026-07-16,potato | vegetable,British | stew,Autumn | Winter,vegetarian
Easy sausage pasta bake,main,Serves 4,4,1,,30m,1h,,0.66,"1 tbsp olive oil | 1 onion, diced | 2 garlic cloves, chopped | 8 thick pork sausages, skin removed, meat crumbled | 400g tin chopped tomatoes | 300ml/10½fl oz vegetable stock | 50g/1¾oz butter | 50g/1¾oz plain flour | 500ml/18fl oz milk | 400g/14oz penne pasta | salt and pepper","1 tbsp olive oil | 1 onion, diced | 2 garlic cloves, chopped | 8 thick pork sausages, skin removed, meat crumbled | 400g tin chopped tomatoes | 300ml/10½fl oz vegetable stock | 50g/1¾oz butter | 50g/1¾oz plain flour | 500ml/18fl oz milk | 400g/14oz penne pasta | salt and pepper","Preheat the oven to 200C/180C Fan/Gas 6 | Heat a large frying pan over a medium heat. Add the oil and gently cook the onion with a pinch of salt for 4-5 minutes or until soft and translucent. Add the garlic and continue to cook for 2 minutes. | Crumble in the sausagemeat and fry until coloured on all sides. Add the tomatoes and vegetable stock, season with a pinch of salt and pepper and turn down the heat. Gently simmer for 10 minutes while you make the white sauce. | Melt the butter in a saucepan. Add the flour and stir to mix. Cook over a medium heat for 2-3 minutes, or until the mixture smells biscuity. | Slowly add the milk, bit by bit, whisking as you add to prevent any lumps from forming. Season with salt and pepper and bring to a simmer. Cook for 5 minutes to thicken slightly then remove from the heat. | Meanwhile cook the penne in a pan of salted boiling water according to the packet instructions. Once cooked, drain and pour into the pan with the sausage and tomato mixture. Mix well. Pour this into a medium-sized ovenproof baking dish. Pour over the white sauce and bake for 15-20 minutes, or until bubbling and golden.",https://www.bbc.co.uk/food/recipes/penne_and_sausage_pasta_30949,2026-07-16,pork | sausage | pasta,Italian | bake,Autumn | Winter,meat
Hunter's chicken,main,Serves 4,4,1,,30m,1h,,0.6378,"75g/2¾oz plain flour | 1 x 1.5kg/3lb 5oz chicken, jointed into 8 pieces | 2 tbsp vegetable oil | 2 brown onions, thinly sliced | 2 garlic cloves, finely chopped | 30g/1oz tomato purée | 800g/1lb 12oz ripe tomatoes, roughly chopped | 2 sprigs fresh rosemary | 1 bay leaf | 100ml/3½fl oz white wine | 150ml/5fl oz chicken stock | 1 tbsp red wine vinegar | handful fresh parsley leaves | salt and freshly ground black pepper | roasted, mashed or boiled potatoes","75g/2¾oz plain flour | 1 x 1.5kg/3lb 5oz chicken, jointed into 8 pieces | 2 tbsp vegetable oil | 2 brown onions, thinly sliced | 2 garlic cloves, finely chopped | 30g/1oz tomato purée | 800g/1lb 12oz ripe tomatoes, roughly chopped | 2 sprigs fresh rosemary | 1 bay leaf | 100ml/3½fl oz white wine | 150ml/5fl oz chicken stock | 1 tbsp red wine vinegar | handful fresh parsley leaves | salt and freshly ground black pepper | roasted, mashed or boiled potatoes","Season the flour with salt and freshly ground black pepper, then dredge the chicken pieces in it. | Heat the oil in a casserole or large heavy based saucepan over a medium heat, then fry the chicken for 2–3 minutes on each side, until brown on all sides. Remove and set aside. | In the same casserole, fry the onion and garlic for 8–10 minutes over a low heat, until softened. Add the tomato purée and cook for 5 minutes. Add the tomatoes, rosemary, bay leaf, wine, stock and vinegar and bring to the boil. Reduce the heat and simmer for 20 minutes. | Return the chicken pieces to the casserole and cover with a lid. Simmer over a low heat for 30–40 minutes, or until the chicken is tender. | To serve, remove the lid and sprinkle with parsley leaves. Spoon out onto plates and serve with roasted, mashed or boiled potatoes.",https://www.bbc.co.uk/food/recipes/chickencacciatora_89886,2026-07-16,chicken | potato,British | casserole,Autumn | Winter,meat
Beef Wellington,main,Serves 4,4,1,,1h,2h,,0.2654,"25g/1oz butter | 1 tbsp vegetable oil | 2 shallot, finely diced | 8 chestnut mushrooms, chopped | 2 tbsp cream | dash vegetable oil, to fry | 1.2kg/2lb 12oz beef fillet | salt and pepper, to taste | 3-4 crêpes (you can use ready- made) | 225g/8oz ready-made puff pastry | 2 free-range egg yolks, lightly beaten | 1 garlic clove, halved | 1kg/2lb 4oz waxy potatoes, peeled and very finely sliced (preferably on a mandoline) | 500ml/18fl oz double cream | salt and pepper, to taste | knob of butter | 1 shallot, finely diced | 100ml/3½fl oz port | 100ml/3½fl oz Madeira | 500ml/18fl oz veal stock (or beef or chicken stock) | 1 heaped tbsp truffle peelings in brine, drained","25g/1oz butter | 1 tbsp vegetable oil | 2 shallot, finely diced | 8 chestnut mushrooms, chopped | 2 tbsp cream | dash vegetable oil, to fry | 1.2kg/2lb 12oz beef fillet | salt and pepper, to taste | 3-4 crêpes (you can use ready- made) | 225g/8oz ready-made puff pastry | 2 free-range egg yolks, lightly beaten | 1 garlic clove, halved | 1kg/2lb 4oz waxy potatoes, peeled and very finely sliced (preferably on a mandoline) | 500ml/18fl oz double cream | salt and pepper, to taste | knob of butter | 1 shallot, finely diced | 100ml/3½fl oz port | 100ml/3½fl oz Madeira | 500ml/18fl oz veal stock (or beef or chicken stock) | 1 heaped tbsp truffle peelings in brine, drained","For the mushroom duxelle, heat the butter and vegetable oil in a frying pan. Once hot, add the chopped shallots and fry, stirring all the time, for two minutes. Tip in the chopped mushrooms. Reduce the heat a little and continue stirring and cooking for about ten minutes until the mushrooms are softened and their liquid has evaporated. Stir in the cream and cook for a further two minutes, then remove from the heat and leave to cool. | For the Wellington, heat the oil in a frying pan over a high heat. Season the fillet all over with salt and pepper. Once the oil is smoking, add the beef and fry on all sides until it is a lovely caramel-brown colour. Remove to a plate and leave to cool. (NB. Don’t wash up the pan. Use this to make the Madeira and port reduction later.) | Place the crêpes onto the work surface, one layer thick, but overlapping - you need to create an area about twice the thickness of the fillet, and about 2.5cm/1in longer at each end. Spread the mushroom duxelle over the crêpes. | Lightly pat the fillet with kitchen paper to remove any excess moisture, before placing the meat on top of the duxelle. | Carefully roll the side closest to you over the meat encasing it within the crêpes and mushrooms. The crêpes should cover the meat on all sides, but trim off any excess. | Place the wrapped fillet onto a sheet of clingfilm and wrap up tightly into a cylinder. Set aside in the fridge until completely cold, about half an hour. | Meanwhile for the potato dauphinoise, preheat the oven to 150C/300F/Gas 2. | Rub the inside of a deep baking dish or casserole with the raw garlic. Place the sliced potatoes in a bowl and pour over the cream and season with salt and freshly ground black pepper. Stir to coat the potatoes, then lay them evenly in the garlicky baking dish. | Cover the dish with foil and bake in the oven for 30 minutes. Remove the foil and cook for a further 20-30 minutes while you prepare the Wellington. | Roll the pastry out on a well-floured surface to a rectangle with a thickness of about 3mm. Brush the pastry with beaten egg yolk. Remove the clingfilm from the beef fillet and place onto the middle of the pastry. | Wrap the pastry up over the beef fillet. Lightly stretch one edge of the seam so that it is not too thick, then press down firmly to seal. | You should be left with a tube that is open at either end. Lightly press the ends of the pastry together using a rolling pin to seal and thin the two pieces. Then with a small knife, trim the edges on each side to form a triangle shape. Brush the triangle of pastry with a little egg and press it up against the side of the Wellington. Repeat with the other side before flipping over so that the Wellington is seam-side down. | Place your Wellington onto a baking tray, brush with the remaining egg yolk set aside in the fridge to chill for 5-10 minutes. | Increase the oven temperature to 180C/350F/Gas 4 (the dauphinoise should remain in the oven). | Remove the Wellington from the fridge and score a pattern of your choice onto the top. | Place in the oven with the potatoes dauphinoise and bake for 25 minutes. Remove the Wellington from the oven and leave to rest for 10 minutes. This should give you a perfectly pink finish to your meat. If you prefer it more cooked, then leave in the oven for longer, but you must ensure the meat is well rested. | For the Madeira and port reduction, heat the butter in the same pan in which you cooked the beef fillet over a medium heat. Once bubbling, add the shallot and fry for 3-4 minutes, or until softened. | Increase the heat and add the port and Madeira. Simmer until the volume of liquid has reduced by half and then add the stock. Reduce again by half. When the sauce has a thick, syrupy consistency, strain through a fine sieve. Stir in the truffle peelings and keep warm until ready to serve. | Serve slices of the beef Wellington with the potato dauphinoise alongside and the Madeira and port reduction.",https://www.bbc.co.uk/food/recipes/beef_wellington_22208,2026-07-16,beef | potato,British | bake,Winter,meat
"Gammon, egg and oven chips",main,Serves 1,4,4,eggs,30m,30m,,0.7878,"4 tbsp vegetable oil | 1 potato, peeled and cut into chips | 1 large tomato, cut in half | 150g/5½oz gammon steak | 2 free-range eggs | freshly ground black pepper","16 tbsp vegetable oil | 4potato, peeled and cut into chips | 4large tomato, cut in half | 600g/202 oz gammon steak | 8free-range eggs | freshly ground black pepper","Preheat the oven to 200C/180C Fan/Gas 6. | Lay the chips on a baking tray and drizzle with 2 tablespoons of the oil. Sit the tomato halves on the side of the baking tray. Bake for 30–40 minutes, or until the chips are golden-brown and crisp and the tomato has softened. | Heat 1 tablespoon of the oil in a frying pan. Season the gammon with black pepper and fry on both sides for 5–6 minutes, or until completely cooked through. Set aside to rest in a warm place. | Heat the remaining oil in a frying pan and fry the eggs until the yolk is just set. | Transfer the gammon, eggs and tomato to a serving plate and top with the eggs.",https://www.bbc.co.uk/food/recipes/grilledgammonwithdou_87779,2026-07-16,gammon | potato,British | bake,Autumn | Winter,meat
Beef and ale stew with dumplings,main,Serves 4-6,4,1,,30m,2h,,0.4118,"2 cloves | ¼ cinnamon stick | 2 star anise | plain flour, for dusting | 1 tbsp salt | 1kg/2lb 4oz braising steak, cut into large pieces | 3-4 tbsp vegetable oil | 4 carrots, chopped | 2 onions, cut into quarters | 4 celery stalks, trimmed, cut in half | 3 large Bramley apples, cored and diced | 500ml/18fl oz ale | 1.5 litres/2½ pints chicken stock | 1 bunch rosemary, tied together with cook's string | 5 bay leaves | 115g/4oz fresh white breadcrumbs | 115g/4oz beef suet | 115g/4oz self-raising flour | pinch salt | 2 tbsp chopped fresh flatleaf parsley leaves | 1 free-range egg, beaten | 2 tbsp milk | rapeseed oil or melted butter, for glazing","2 cloves | ¼ cinnamon stick | 2 star anise | plain flour, for dusting | 1 tbsp salt | 1kg/2lb 4oz braising steak, cut into large pieces | 3-4 tbsp vegetable oil | 4 carrots, chopped | 2 onions, cut into quarters | 4 celery stalks, trimmed, cut in half | 3 large Bramley apples, cored and diced | 500ml/18fl oz ale | 1.5 litres/2½ pints chicken stock | 1 bunch rosemary, tied together with cook's string | 5 bay leaves | 115g/4oz fresh white breadcrumbs | 115g/4oz beef suet | 115g/4oz self-raising flour | pinch salt | 2 tbsp chopped fresh flatleaf parsley leaves | 1 free-range egg, beaten | 2 tbsp milk | rapeseed oil or melted butter, for glazing","Preheat the oven to 140C/275F/Gas 1. | For the stew, wrap the cloves, cinnamon and star anise in a clean piece of muslin and secure well. Set aside. | Sprinkle the flour onto a plate and mix in the salt. Dredge the beef in the seasoned flour, shaking off any excess. | Heat the oil in a large, heavy-based, lidded, flameproof casserole over a medium heat. Add the beef in batches, frying for a few seconds on all sides, or until browned all over. Remove from the casserole using a slotted spoon and set aside in a bowl. Repeat the process with the remaining beef. | Add the carrots and fry, stirring regularly, for 6-8 minutes, or until sticky and deep golden-brown. Remove from the casserole using a slotted spoon and set aside with the beef. | Add the onions and fry, stirring regularly, for 6-8 minutes, or until well coloured. Remove from the casserole using a slotted spoon and set aside with the beef and carrots. Add the celery and fry, stirring regularly, for 6-8 minutes, or until well coloured. | Return the beef and cooked vegetables to the casserole and stir well. Add the muslin bag and the apples and stir again. Pour in the ale, stir well, then bring the mixture to the boil. | Pour in the stock, add the rosemary and bay leaves and return the mixture to the boil. Stir well, then cover the casserole with the lid and reduce the heat until the mixture is just simmering. Season, to taste, with salt. | Transfer the casserole to the oven and cook for 2½-3½ hours, or until the beef is tender and falling-apart. | For the dumplings, mix together the breadcrumbs, suet, self-raising flour, salt and parsley in a large bowl until well combined. In a jug, whisk together the egg and milk until well combined. | Make a well in the centre of the dry ingredients, then gradually pour the wet ingredients into it. Stir the dry mixture into the wet mixture a little at a time, until the mixture comes together as a dough. Roll the dough into eight equally-sized dumplings, then set aside. | When the stew has been cooking for 2½-3 hours and the meat is tender, remove the casserole from the oven and remove the lid. Dot the dumplings onto the surface of the stew, leaving space between each. | Put the lid on the casserole and return it to the oven for a further 20 minutes, or until the dumplings have expanded. | Remove the casserole from the oven. Remove the lid from the casserole and brush the tops of the dumplings with a little oil or melted butter. | Increase the oven temperature to 200C/400F/Gas 6. | Return the casserole to the oven. Continue to cook for a further 10-15 minutes, or until the dumplings are crisp and golden-brown on top and cooked through. | Set the casserole aside for 10-20 minutes before serving. To serve, place the casserole on the table and let people help themselves.",https://www.bbc.co.uk/food/recipes/beef_and_ale_stew_with_39262,2026-07-16,beef | ale,British | stew,Autumn | Winter,meat
The Hairy Bikers' posh meatloaf,main,Serves 8–10,4,0.5,egg | cloves | salt,30m,2h,,0.5017,"2 tbsp olive oil | 1 onion, finely chopped | 2 celery sticks, finely chopped | 1 large carrot, peeled and finely chopped | 2 garlic cloves, crushed | 500g/1lb 2oz beef mince | 750g/1lb 10oz pork mince | 50g/1¾oz smoked bacon, finely chopped | 1 tsp dried oregano | 1 tsp fresh thyme leaves | 2 tsp garlic powder | 1 tsp mustard | 100g/3½oz breadcrumbs | 50ml/2fl oz double cream | 1 free-range egg | 10 rashers streaky bacon | salt and freshly ground black pepper | 50g/1¾oz tomato ketchup | 1 tbsp mustard | 1 tbsp maple syrup (or soft brown sugar) | 1 tsp smoked garlic powder | 1 tbsp cider vinegar","1 tbsp olive oil | 0.5onion, finely chopped | 1celery sticks, finely chopped | 0.5large carrot, peeled and finely chopped | 1garlic cloves, crushed | 250g/0.5 lb 1 oz beef mince | 375g/0.5 lb 5 oz pork mince | 25g/0.50.38 oz smoked bacon, finely chopped | 0.5 tsp dried oregano | 0.5 tsp fresh thyme leaves | 1 tsp garlic powder | 0.5 tsp mustard | 50g/1.50.25 oz breadcrumbs | 25 ml/1 fl oz double cream | 0.5free-range egg | 5rashers streaky bacon | salt and freshly ground black pepper | 25g/0.50.38 oz tomato ketchup | 0.5 tbsp mustard | 0.5 tbsp maple syrup (or soft brown sugar) | 0.5 tsp smoked garlic powder | 0.5 tbsp cider vinegar","Preheat the oven to 200C/180C Fan/Gas 6. | For the meatloaf, heat the oil in a deep frying pan and add the onion, celery and carrot. Fry until the onion is translucent and all the vegetables are softened. | Turn up the heat and cook for a few more minutes until the onions are slightly caramelised. Add the garlic and cook for a further 2 minutes. Remove from the heat and leave to cool. | Put the mince and bacon in a large bowl and add the herbs, garlic powder, mustard and breadcrumbs. Add the vegetables, pour in the double cream and break in the egg. Season well with salt and pepper. Mix everything together thoroughly, making sure especially that the beef and pork are well combined. | Take a large baking tray and mould the meatloaf mixture into a large loaf shape on the tray. The dimensions should be roughly those of a large loaf tin (30x12cm/12x4½in). | Cut the bacon rashers in half, then stretch out with the flat of a knife. You should find they are just long enough to drape over the sides and top of the meatloaf. Arrange these over the meatloaf in a criss cross pattern and tuck under any excess bacon at the sides. The whole loaf should be covered except for the two ends. | For the glaze, place all of the ingredients into a small saucepan and whisk over a low heat until well combined (and any sugar is dissolved if using). Brush the whole meatloaf generously with most of the glaze. | Cook in the oven for 30 minutes, then remove and brush with the glaze again. Bake for a further 25–30 minutes until cooked through. The bacon should be crisp and glossy and the meatloaf should be cooked through and piping hot in the middle.",https://www.bbc.co.uk/food/recipes/meatloaf_56639,2026-07-16,beef | pork,British | bake,Autumn | Winter,meat
Mary Berry's coq au vin,main,Serves 4,4,1,,30m,2h,,0.5822,"600ml/20fl oz red wine | 1 tbsp olive oil | 1 large chicken, jointed into eight | 250g/9oz smoked streaky bacon, cut into small pieces | 200g/7oz button mushrooms | 400g/14oz shallots, peeled | 2 sticks celery, finely chopped | 60g/2¼oz plain flour | 600ml/20fl oz chicken stock | 6 sprigs fresh thyme | salt and freshly ground black pepper","600ml/20fl oz red wine | 1 tbsp olive oil | 1 large chicken, jointed into eight | 250g/9oz smoked streaky bacon, cut into small pieces | 200g/7oz button mushrooms | 400g/14oz shallots, peeled | 2 sticks celery, finely chopped | 60g/2¼oz plain flour | 600ml/20fl oz chicken stock | 6 sprigs fresh thyme | salt and freshly ground black pepper","Pour the wine into a saucepan and boil over a high heat until the volume has reduced by half. Set aside. | Meanwhile, heat the oil in a lidded casserole dish. Add the chicken joints and fry over a high heat until golden-brown all over. Remove from the pan and set aside. | Add the bacon and fry until the fat is rendered, then remove from the pan and set aside. Add the mushrooms and fry until cooked, then remove from the pan and set aside. | Add the shallots and celery to the pan and fry over a high heat for few minutes (adding a little more oil, if needed). | Sprinkle in the flour and stir for 1 minute. Gradually add the reduced wine and stock and stir until combined. Bring to the boil, return the chicken to the pan, add the thyme and season with salt and pepper. | Lower the heat and simmer for 30 minutes, with the lid on. | Return the bacon and mushrooms to the pan and simmer for 15 minutes, or until the chicken is tender and cooked through. | Remove the thyme sprigs and serve.",https://www.bbc.co.uk/food/recipes/coq_au_vin_18551,2026-07-16,chicken | bacon,French | stew,Winter,meat
Chicken chasseur,main,Serves 4,4,1,,30m,2h,,0.4917,"1 x 1.5kg/3lb 5oz chicken, cut into 8 pieces | salt and freshly ground black pepper | 50g/2oz plain flour | 2 tbsp olive oil | 115g/4oz butter | 110g/4oz smoked streaky bacon, sliced into lardons | 150g/5½oz button mushrooms | 150g/5½oz shallots or onions, thickly sliced | 55g/2oz caster sugar | 175ml/6fl oz white wine | 300ml/10fl oz chicken stock | 2 tbsp tomato purée | 2 tbsp tarragon, finely chopped | 2 tomatoes, skinned, seeded and chopped | 4 tbsp flatleaf parsley, finely chopped | 1 kg/2lb 4oz floury potatoes, peeled and cut into chunks | 115g/4oz butter | 125ml/4fl oz full-fat milk","1 x 1.5kg/3lb 5oz chicken, cut into 8 pieces | salt and freshly ground black pepper | 50g/2oz plain flour | 2 tbsp olive oil | 115g/4oz butter | 110g/4oz smoked streaky bacon, sliced into lardons | 150g/5½oz button mushrooms | 150g/5½oz shallots or onions, thickly sliced | 55g/2oz caster sugar | 175ml/6fl oz white wine | 300ml/10fl oz chicken stock | 2 tbsp tomato purée | 2 tbsp tarragon, finely chopped | 2 tomatoes, skinned, seeded and chopped | 4 tbsp flatleaf parsley, finely chopped | 1 kg/2lb 4oz floury potatoes, peeled and cut into chunks | 115g/4oz butter | 125ml/4fl oz full-fat milk","Season the chicken with salt and freshly ground black pepper then toss in the flour to coat. | Heat a large frying pan until hot, add the oil and half the butter. Fry the chicken pieces, skin-side down, for 1–2 minutes until golden-brown. Turn the chicken and fry on the other side for another 1–2 minutes. Remove the chicken and set aside on a plate. | Add the remaining butter and fry the bacon and button mushrooms until they are golden-brown. Add the shallots and caster sugar and fry for 2–3 minutes until golden and caramelised. | Add the wine and bring it to a simmer, stirring to deglaze the pan. Return the chicken to the pan. Add the stock, tomato purée and tarragon. | Bring to the boil. Reduce the heat to a simmer and cook for 30–40 minutes or until the chicken is cooked through and the liquid slightly reduced. | Meanwhile, for the mash, place the potatoes into a large saucepan of salted water and bring to the boil. Reduce the heat and simmer for 12–15 minutes until the potatoes are tender. | Drain the potatoes and return them to the pan. Place the pan on the heat for 1 minute to remove any excess moisture. | Mash the potatoes, then add the butter and milk, beating to form a smooth mash. Season with salt and freshly ground black pepper. | When the chicken is cooked, add the tomatoes and flatleaf parsley. Taste to check the seasoning, then simmer for a further 2 minutes before serving. | Serve two pieces of chicken per person with the sauce spooned over and a dollop of mash alongside.",https://www.bbc.co.uk/food/recipes/_chicken_chasseur_with_19163,2026-07-16,chicken | potato,French | sauce,Autumn | Winter,meat
Cottage pie with cheesy mash,main,Serves 4,4,1,,30m,2h,,0.4925,"1 tbsp sunflower oil | 1 large onion, peeled, chopped | 2 celery sticks, finely chopped | 2 carrots, peeled, finely chopped | 2 garlic cloves, peeled, finely chopped | 500g/17½oz lean beef mince | 150ml/5fl oz red wine | 2 tbsp plain flour | 500ml/17½fl oz beef stock | 300ml/10½fl oz cold water | 2 tbsp tomato purée | ½ tsp dried mixed herbs | 1 dried bay leaf | splash Worcestershire sauce | salt and freshly ground black pepper | 800g/1lb 12oz floury potatoes, such as King Edward or Maris Piper, peeled and cut into even-sized pieces | 40g/1½oz butter, cubed | 3 tbsp milk | 100g/3½oz mature cheddar, grated | salt and freshly ground black pepper | green beans or shredded Savoy cabbage, cooked","1 tbsp sunflower oil | 1 large onion, peeled, chopped | 2 celery sticks, finely chopped | 2 carrots, peeled, finely chopped | 2 garlic cloves, peeled, finely chopped | 500g/17½oz lean beef mince | 150ml/5fl oz red wine | 2 tbsp plain flour | 500ml/17½fl oz beef stock | 300ml/10½fl oz cold water | 2 tbsp tomato purée | ½ tsp dried mixed herbs | 1 dried bay leaf | splash Worcestershire sauce | salt and freshly ground black pepper | 800g/1lb 12oz floury potatoes, such as King Edward or Maris Piper, peeled and cut into even-sized pieces | 40g/1½oz butter, cubed | 3 tbsp milk | 100g/3½oz mature cheddar, grated | salt and freshly ground black pepper | green beans or shredded Savoy cabbage, cooked","Heat the sunflower oil in a large deep lidded pan over a medium heat and gently fry the onion, celery and carrots for 7-8 minutes, or until the onions are softened and lightly coloured. Add the garlic and cook for 2-3 more minutes. | Add the beef mince to the pan and cook with the vegetables for 4-5 minutes, stirring frequently, until the meat is browned all over. | Pour the wine into the pan, bring the mixture to the boil and cook for 4-5 minutes, or until most of the liquid has evaporated, then sprinkle over the flour and stir well for a few minutes to prevent any lumps from forming. | Gradually add the beef stock to the pan, then add the cold water, tomato purée and dried herbs. Bring the mixture to a gentle simmer, then cover with the lid and cook over a low heat for 25-30 minutes, stirring occasionally, until the mince is tender and the sauce has thickened. Season with a splash of Worcestershire sauce and salt and freshly ground black pepper. Remove from the heat, spoon into a 1.5 litre/2 pints 13fl oz ovenproof dish and set aside. | Preheat the oven to 200C/400F/Gas 6. | Half-fill a large pan with cold water. Add the potatoes and bring to the boil, then reduce the heat to a simmer and cook for about 15 minutes, or until the potatoes are very soft. | Drain the potatoes, then return to the pan set over a medium heat. Cook for a few seconds to drive off any excess moisture, then remove the potatoes from the heat. Add the butter, milk and cheese and mash until smooth and creamy. Season with salt and freshly ground black pepper. | Spoon the mash over the mince mixture in the ovenproof dish, working towards the middle from the outside. Smooth with a palette knife. When all the mince is covered with mash, create patterns on the surface using a fork. | Place the dish on a baking tray and bake in the centre of the oven for around 25 minutes, or until the potatoes are golden-brown and the filling is bubbling up around the edges. Serve with freshly cooked green beans or shredded Savoy cabbage.",https://www.bbc.co.uk/food/recipes/cottagepiewithcheesy_93216,2026-07-16,beef | potato,British | bake,Winter,meat
Goose fat roast potatoes,side,Serves 6,6,1,,30m,1h,,0.7044,"1.5kg/3lb 5oz King Edward or Maris Piper potatoes | 1 sprig rosemary | 1 sprig thyme | 5-6 garlic cloves, roughly bashed | 1 bay leaf | ½ tbsp whole black peppercorns | 6 tbsp goose fat | sea salt","1.5kg/3lb 5oz King Edward or Maris Piper potatoes | 1 sprig rosemary | 1 sprig thyme | 5-6 garlic cloves, roughly bashed | 1 bay leaf | ½ tbsp whole black peppercorns | 6 tbsp goose fat | sea salt","Peel and halve the potatoes (quarter any large ones; the pieces should all be around the same size). Put the potatoes into a large saucepan along with the rosemary, garlic, bay and peppercorns. Cover with cold water and bring to the boil. Reduce the heat slightly and simmer for 5-7 minutes. | Drain the potatoes and leave in the colander to steam dry for 5-10 minutes. | Meanwhile preheat the oven to 220C/200C Fan/Gas 7. Put the goose fat into a large roasting tin and put in the oven for 3-5 minutes, or until very hot. | Carefully tip the potatoes (as well as the aromatics they were boiled with) into the hot goose fat, shake gently to move around and roast for 35-40 minutes, turning once or twice. | After 20 minutes in the oven remove and gently squash the potatoes a little to create more surface area to make them extra crisp. Return to the oven and cook for a further 15-20 minutes, or until crisp and golden-brown. | Discard the aromatics and then season the potatoes with salt. Serve.",https://www.bbc.co.uk/food/recipes/goose_fat_roast_potatoes_24965,2026-07-16,potato | goose fat,British | roast,Autumn | Winter,vegetarian
Perfect coronation chicken,main,Serves 4,4,1,,30m,30m,,0.5933,"2 chicken breasts, skin removed | 1 tbsp olive oil | 1 unwaxed lemon, zest and juice only | knob of butter | 1 shallot, finely chopped | 1 red chilli, deseeded and finely chopped | 2 tsp madras curry powder | 2 tbsp tomato purée | 100ml/3½fl oz dry white wine | 100ml/3½fl oz chicken stock (gluten free, if needed) | 1 tbsp apricot jam | 150ml/5fl oz mayonnaise | 75ml/3fl oz crème fraîche | 1 large mango, peeled, stone removed, flesh chopped | 4 spring onions, finely chopped | 2 tbsp finely chopped fresh coriander | dash Tabasco sauce | salt and freshly ground black pepper | green salad leaves | 50g/2oz flaked almonds (toasted lightly in a dry frying pan)","2 chicken breasts, skin removed | 1 tbsp olive oil | 1 unwaxed lemon, zest and juice only | knob of butter | 1 shallot, finely chopped | 1 red chilli, deseeded and finely chopped | 2 tsp madras curry powder | 2 tbsp tomato purée | 100ml/3½fl oz dry white wine | 100ml/3½fl oz chicken stock (gluten free, if needed) | 1 tbsp apricot jam | 150ml/5fl oz mayonnaise | 75ml/3fl oz crème fraîche | 1 large mango, peeled, stone removed, flesh chopped | 4 spring onions, finely chopped | 2 tbsp finely chopped fresh coriander | dash Tabasco sauce | salt and freshly ground black pepper | green salad leaves | 50g/2oz flaked almonds (toasted lightly in a dry frying pan)","Rub the olive oil all over the chicken. Scatter over the lemon zest and season with salt and pepper. | Steam the chicken for 20–25 minutes, or until cooked through. Set aside to cool. | Melt the butter in a frying pan, add the shallot and chilli and cook for 5 minutes. Stir in the curry powder and cook for 2–3 minutes. Stir in the tomato purée and cook for a further minute. Add the wine and simmer until the volume of the liquid has reduced by half. | Stir in the jam and stock, and simmer until the volume of the liquid has reduced by half. Set aside to cool. | Mix the mayonnaise and the crème fraîche together in a bowl, then stir in the curry dressing. Fold in the mango, spring onions, lemon juice and coriander. | Cut the chicken into bite-sized pieces. Fold into the curry dressing and season with salt, pepper and Tabasco to taste. | Serve with a green salad, and scatter with the toasted almond flakes (if using).",https://www.bbc.co.uk/food/recipes/coronation_chicken_30402,2026-07-16,chicken | mango,British | chicken,Autumn | Winter,meat
